0010_21R04-LeMans-FP1_Mech.xlsx,8,16,10,16,10,708:R46,1,708:R46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,10
0010_21R04-LeMans-FP2_Mech.xlsx,8,16,10,16,10,708:R46,1,708:R46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,10
0010_21R04-LeMans-FP3_Mech.xlsx,8,16,10,16,10,709:R46,1,709:R46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,10
0010_21R04-LeMans-FP4_Mech.xlsx,8,16,10,16,10,708:R46,1,708:R46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,10
0010_21R04-LeMans-Hyperpole_Mech.xlsx,8,16,10,16,10,709:R46,1,709:R46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,10
0010_21R04-LeMans-HYP_Mech.xlsx,8,16,10,16,10,708:R46,1,708:R46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,10
0010_21R04-LeMans-QLY_Mech.xlsx,8,16,10,16,10,708:R46,1,708:R46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,10
0010_21R04-LeMans-Race_Mech.xlsx,8,16,10,16,10,708:R46,1,708:R46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,10
001-ATUX_Pantallas_preliminar_v93.xlsx,43,53,59,39,30,Reposicion:O61,18,Reposicion:O61,8,0,0,7,20,0,0,0,0,3,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,19,19,53,47
001-functions_financial_amortization_schedules.xlsx,7495,10353,19435,2559,2534,financial 4:G4,2450,iferror:D5,724,4,1926,839,9985,0,0,0,0,1635,5123,0,0,9,18,0,0,0,0,0,0,2,4,0,0,45,45,10205,16137
001_MDC_NTTR_FUN-MAP.xlsx,312,657,652,207,149,ROUTE:G3,48,ROUTE:E3,15,8,41,58,388,0,0,0,0,2,22,16,32,10,38,10,20,0,0,12,34,2,4,0,0,31,31,484,443
실습001.xlsx,10832,1193,1322,33,22,이름생성기:B52249,398,이름생성기:B6,2,0,0,16,916,0,0,0,0,2,398,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,2,829,818
[002768].xlsx,39554,118662,79108,3,2,Sheet1:I38223,1,Sheet1:I37262,1,0,0,2,79108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
’‘’00-2.xlsx,45145,90239,57655,48,35,Load-Displacement:D742781,755,Load-Displacement:D43,6,0,0,14,46030,0,0,0,0,11,11614,0,0,1,2,0,0,0,0,0,0,0,0,0,0,9,9,22746,23238
‘’‘00-5 .xlsx,51184,101971,63718,48,35,Load-Displacement:D542585,1274,Load-Displacement:D43,6,0,0,14,52069,0,0,0,0,11,11638,0,0,1,2,0,0,0,0,0,0,0,0,0,0,9,9,22448,23286
006_ServotechElectricals _COP2.xlsx,27122,43181,59088,123,101,Certification:AE792,22,Order:A715,11,20,94,65,58950,0,0,0,0,0,0,11,38,0,0,1,2,0,0,0,0,0,0,0,0,4,4,232,215
00-Practical example. Confidence intervals_lesson.xlsx,45137,105181,60350,38,34,Al Bundy:C14970,14967,Germany:AM28,3,0,0,28,60213,0,0,0,0,6,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30141,15184
01-12-22 Master VBMS-R Access Tracker.xlsx,19,40,36,8,6,RSTUDENT_Tracker by #:C776098,10,RSTUDENT_Tracker by #:B2,2,0,0,2,17,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40,36
0.11980167176565-1-Administrador-2021-04-08-2. Subsidios.xlsx,21997,58630,70830,66,51,SAC:N1773,4,SAC:O1775,3,0,0,51,51298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,51
주요-01 유초 연도별 시도별 교육통계 모음(1999-2021)_210901.xlsx,13838,37239,27608,30,20,07 학업중단률 및 사유:F46,5,07 학업중단률 및 사유:F33,3,0,0,16,27540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,0,0,0,0,0,0,158,84
01-1. ExcelSimulation.xlsx,7687,7773,19122,2174,1114,Random Simulation (2):C3,5126,Random Simulation (2):C3,2051,10,1070,62,8710,0,0,0,0,1031,4118,1,2,0,0,1,2,0,0,0,0,0,0,3,9,6,6,5383,9485
01.3.neuralnet_excel.xlsx,92320,273554,183820,7272,4838,Circular v.1:LW4,300,Circular v.1:CHE135,49,30,1120,4804,181200,0,0,0,0,4,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273554,183520
019bf05d-e5a1-4dc6-958a-835ed3a36292.xlsx,1028,1958,1793,953,649,1.Info:A10,42,1.Info:A10,42,52,157,417,1256,0,0,0,0,0,0,30,78,31,66,26,52,30,60,18,36,35,70,8,16,2,2,1826,1718
01-Excel_Homework_Instructions_StarterBook.xlsx,16456,37026,28798,9,6,Kickstart:E539,2,Kickstart:E81,1,0,0,6,24684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
01 FT EG2021_v07.xlsx,11958,23926,11973,22,14,DISTITOS SEA:J15,3,DISTITOS SEA:M15,2,0,0,11,11970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,40,25
02-06-2018_040754Đề nghị mua của TPB theo danh sách từ ngày 16 - 31.01.2018-2.xlsx,36,107,71,4,3,Đề nghị mua hàng:D21,2,Đề nghị mua hàng:C17,2,0,0,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3
02-06-2018_040802Đề nghị mua của TPB theo danh sách từ ngày 16 - 31.01.2018-2.xlsx,36,107,71,4,3,Đề nghị mua hàng:D21,2,Đề nghị mua hàng:C17,2,0,0,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3
02-06-2018_104146Đề nghị mua của TPB theo danh sách từ ngày 16 - 31.01.2018-1.xlsx,36,107,71,4,3,Đề nghị mua hàng:C17,2,Đề nghị mua hàng:D20,2,0,0,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3
02-06-2018_104242Đề nghị mua của TPB theo danh sách từ ngày 16 - 31.01.2018-1.xlsx,36,107,71,4,3,Đề nghị mua hàng:C17,2,Đề nghị mua hàng:D20,2,0,0,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3
02-06-2018_105813Đề nghị mua của TPB theo danh sách từ ngày 16 - 31.01.2018-2.xlsx,36,107,71,4,3,Đề nghị mua hàng:C17,2,Đề nghị mua hàng:D20,2,0,0,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3
02-06-2018_112102Đề nghị mua của TPB theo danh sách từ ngày 16 - 31.01.2018-2.xlsx,36,107,71,4,3,Đề nghị mua hàng:D21,2,Đề nghị mua hàng:C17,2,0,0,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3
0219447076AP2014.xlsx,133,260,200,78,53,SD KPIs:E19,21,Control chart:E28,13,0,0,45,171,0,0,1,5,1,7,1,2,0,0,0,0,1,2,0,0,0,0,0,0,4,4,256,188
02-2017 ST Giant.xlsx,75,125,121,11,9,VPP Giant 02-2017:P23,6,VPP Giant 02-2017:Q20,4,0,0,6,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,11
02 Financial.xlsx,890,1546,1738,145,136,Sector:J17,14,Sector:L39,4,0,0,133,1733,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,1,182,180
02-Homework_01-Excel_02-Case-Assignment_Instructions_StarterBook.xlsx,24684,49368,45254,12,8,Source Data:E277,2,Source Data:I3598,1,0,0,8,32912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8
02-Homework_01-Excel_Instructions_StarterBook.xlsx,20582,41164,37038,12,7,Raw:N2105,2,Raw:I2740,1,0,0,7,24696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7
02_IS_COVID19_SOUHRN_risk_2020listopad24.xlsx,103,155,123,75,48,Mapa_kraje_vyvoj:B2,37,Mapa_kraje_vyvoj:M67,3,0,0,5,30,0,0,0,0,15,55,0,0,0,0,0,0,0,0,5,10,0,0,0,0,23,23,155,118
02_IS_COVID19_SOUHRN_risk_2020prosinec02.xlsx,102,153,122,73,47,Mapa_kraje_vyvoj:B2,37,Mapa_kraje_vyvoj:K11,3,0,0,5,30,0,0,0,0,15,55,0,0,0,0,0,0,0,0,5,10,0,0,0,0,22,22,153,117
02_IS_COVID19_SOUHRN_risk_2021leden30.xlsx,101,152,121,72,46,Mapa_kraje_vyvoj:B2,36,Mapa_kraje_vyvoj:L67,3,0,0,5,30,0,0,0,0,15,55,0,0,0,0,0,0,0,0,5,10,0,0,0,0,21,21,152,116
02_IS_COVID19_SOUHRN_risk_2021unor11.xlsx,101,152,121,72,46,Mapa_kraje_vyvoj:B2,36,Mapa_kraje_vyvoj:K48,3,0,0,5,30,0,0,0,0,15,55,0,0,0,0,0,0,0,0,5,10,0,0,0,0,21,21,152,116
02_simplified.xlsx,7721,5349,3711,1677,1144,coef_evolutif:P23,10,coef_evolutif:C36,3,0,0,607,2644,0,0,0,0,2,14,212,440,96,208,76,164,24,48,28,56,4,12,12,24,83,83,2032,1453
02 - Tabela_de_Estimativa_Definitiva_de_Tamanho_CFF.xlsx,49,142,134,81,69,dadoshistoricos:F9,12,dadoshistoricos:E6,4,0,0,8,39,0,0,0,0,3,23,0,0,0,0,2,15,0,0,0,0,0,0,0,0,56,56,130,117
03__Internet-tabella_2018-2017-2016-.xlsx,4147,8294,4147,6,3,2018 risultati analisi acqua:J1126,1,2018 risultati analisi acqua:J165,1,0,0,3,4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
03_IS_COVID19_DENNI_DATA_risk_vyvoj_20201110.xlsx,54,84,81,57,39,Výskyt COVID-19 KRAJE:D23,9,Výskyt COVID-19 KRAJE:L15,2,0,0,3,6,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,6,12,24,24,84,81
03_IS_COVID19_DENNI_DATA_risk_vyvoj_20201231.xlsx,54,84,81,57,39,Výskyt COVID-19 KRAJE:D23,9,Výskyt COVID-19 KRAJE:L15,2,0,0,3,6,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,6,12,24,24,84,81
03_IS_COVID19_DENNI_DATA_risk_vyvoj_2021leden13.xlsx,55,84,82,57,40,Výskyt COVID-19 KRAJE:D23,10,Výskyt COVID-19 KRAJE:D18,3,0,0,3,6,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,6,12,25,25,84,82
03_IS_COVID19_DENNI_DATA_risk_vyvoj_2021leden15.xlsx,55,84,82,57,40,Výskyt COVID-19 KRAJE:D23,10,Výskyt COVID-19 KRAJE:D12,3,0,0,3,6,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,6,12,25,25,84,82
03_IS_COVID19_DENNI_DATA_risk_vyvoj_2021unor09.xlsx,55,84,82,57,40,Výskyt COVID-19 KRAJE:D23,10,Výskyt COVID-19 KRAJE:D9,3,0,0,3,6,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,6,12,25,25,84,82
03_IS_COVID19_DENNI_DATA_risk_vyvoj_listopad20.xlsx,54,84,81,57,39,Výskyt COVID-19 KRAJE:D23,9,Výskyt COVID-19 KRAJE:L17,2,0,0,3,6,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,6,12,24,24,84,81
03_OWL_322_ohne_LZ.xlsx,462,1092,630,98,56,Manuelle Zählung 24.02.21:L21,5,Manuelle Zählung 24.02.21:N103,3,0,0,56,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,532
03_vakcinace_dle_obci_vyberORP_220108.xlsx,6460,13127,12920,6,4,Očko obce:J2,6254,Očko obce:H548,1,0,0,3,6666,0,0,0,0,1,6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12512,12510
0402.xlsx,111,333,222,3,2,Sheet2:B26,1,Sheet2:B66,1,0,0,2,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
0.41147314357174-1-Administrador-2021-07-15-SUBSIDIOS MAYO SAC.xlsx,8540,21350,27755,10,9,Hoja1:T845,3,Hoja1:T912,2,0,0,9,19215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9
04 - SRS-H-0812(SCHC)物料清单 -总生产任务.xlsx,2637,5274,2637,30,15,加工件:F298,1,加工件:F1141,1,0,0,14,2635,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15
04 Summer Olympic medallists 1896 to 2008.xlsx,8,19,15,9,6,COUNTRY TOTALS:D142,5,COUNTRY TOTALS:D142,1,0,0,2,7,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,14
04.代码自测结果表（模板）.xlsx,9,14,17,12,7,代码自测结果表:E15,5,代码自测结果表:K11,2,0,0,1,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,13
052018_Performance vs Target tracking_ENT.xlsx,8975,17762,17554,5007,3572,Playback:AU19,425,Playback:AK54,20,134,280,2396,14986,0,0,0,0,162,581,155,310,8,40,48,96,19,38,72,144,196,410,242,484,140,140,9617,8981
05.3. S&P500-KOSPI200 (실습결과).xlsx,5184,10368,10368,4,2,sheet1:B10,1,sheet1:B2,1,0,0,2,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10368,10366
05-Regressao-Logistica-WILBER_LINHARES.xlsx,12,38,76,17,12,Credit_Score:L232,5,Analises - Parte 2:H43,1,0,0,4,18,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,38,40
06-04-2015_01_11_18 pm.xlsx,136,235,161,165,100,CHEQUES ANULADOS:L102,5,Hoja2:AL91,5,3,7,20,70,0,0,0,0,2,4,3,6,2,4,0,0,0,0,0,0,0,0,0,0,70,70,191,127
06-04-2015_01_11_45 pm.xlsx,136,235,161,163,99,CHEQUES ANULADOS:L102,5,Hoja2:AM83,5,3,7,21,72,0,0,0,0,2,4,3,6,2,4,0,0,0,0,0,0,0,0,0,0,68,68,191,127
06-04-2015_02_49_00 pm.xlsx,135,235,161,165,100,CHEQUES ANULADOS:L102,5,Hoja2:AM83,5,3,7,20,70,0,0,0,0,2,4,3,6,2,4,0,0,0,0,0,0,0,0,0,0,70,70,191,127
06-04-2015_06_54_07 pm.xlsx,139,235,161,163,99,CHEQUES ANULADOS:L102,5,Hoja2:AM83,5,3,7,21,72,0,0,0,0,2,4,3,6,2,4,0,0,0,0,0,0,0,0,0,0,68,68,191,127
